# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:9C:70": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:9C:70", "device connection": "BTH98:D3:51:FD:9C:70", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-9-26", "time": "20:19:27.414", "channels": [2, 3], "sensor": ["RAW", "RAW"], "label": ["A2", "A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3"], "special": [{}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	488	614	
1	0	0	0	0	446	614	
2	0	0	0	0	454	613	
3	0	0	0	0	489	613	
4	0	0	0	0	470	614	
5	0	0	0	0	462	613	
6	0	0	0	0	486	613	
7	0	0	0	0	455	613	
8	0	0	0	0	468	613	
9	0	0	0	0	576	613	
10	0	0	0	0	700	613	
11	0	0	0	0	669	613	
12	0	0	0	0	480	613	
13	0	0	0	0	398	612	
14	0	0	0	0	470	612	
15	0	0	0	0	479	612	
0	0	0	0	0	491	612	
1	0	0	0	0	471	612	
2	0	0	0	0	460	612	
3	0	0	0	0	518	612	
4	0	0	0	0	497	612	
5	0	0	0	0	537	612	
6	0	0	0	0	535	612	
7	0	0	0	0	505	612	
8	0	0	0	0	556	612	
9	0	0	0	0	558	612	
10	0	0	0	0	531	612	
11	0	0	0	0	636	612	
12	0	0	0	0	528	612	
13	0	0	0	0	561	613	
14	0	0	0	0	663	612	
15	0	0	0	0	594	612	
0	0	0	0	0	613	613	
1	0	0	0	0	623	613	
2	0	0	0	0	637	613	
3	0	0	0	0	616	613	
4	0	0	0	0	562	614	
5	0	0	0	0	520	614	
6	0	0	0	0	569	614	
7	0	0	0	0	527	615	
8	0	0	0	0	506	615	
9	0	0	0	0	511	615	
10	0	0	0	0	472	615	
11	0	0	0	0	500	615	
12	0	0	0	0	480	616	
13	0	0	0	0	546	616	
14	0	0	0	0	514	617	
15	0	0	0	0	543	617	
0	0	0	0	0	528	617	
1	0	0	0	0	486	617	
2	0	0	0	0	491	618	
3	0	0	0	0	495	619	
4	0	0	0	0	490	619	
5	0	0	0	0	491	620	
6	0	0	0	0	528	620	
7	0	0	0	0	524	620	
8	0	0	0	0	471	620	
9	0	0	0	0	472	621	
10	0	0	0	0	508	621	
11	0	0	0	0	467	622	
12	0	0	0	0	473	622	
13	0	0	0	0	538	623	
14	0	0	0	0	489	623	
15	0	0	0	0	489	624	
0	0	0	0	0	529	624	
1	0	0	0	0	486	624	
2	0	0	0	0	594	625	
3	0	0	0	0	494	625	
4	0	0	0	0	568	625	
5	0	0	0	0	553	626	
6	0	0	0	0	472	627	
7	0	0	0	0	415	627	
8	0	0	0	0	509	627	
9	0	0	0	0	473	627	
10	0	0	0	0	476	628	
11	0	0	0	0	486	628	
12	0	0	0	0	459	628	
13	0	0	0	0	500	629	
14	0	0	0	0	481	630	
15	0	0	0	0	560	630	
0	0	0	0	0	658	630	
1	0	0	0	0	609	631	
2	0	0	0	0	432	631	
3	0	0	0	0	412	631	
4	0	0	0	0	429	632	
5	0	0	0	0	440	632	
6	0	0	0	0	448	632	
7	0	0	0	0	443	632	
8	0	0	0	0	499	633	
9	0	0	0	0	465	633	
10	0	0	0	0	441	633	
11	0	0	0	0	458	633	
12	0	0	0	0	474	634	
13	0	0	0	0	472	634	
14	0	0	0	0	476	635	
15	0	0	0	0	466	635	
0	0	0	0	0	510	635	
1	0	0	0	0	456	636	
2	0	0	0	0	489	636	
3	0	0	0	0	504	636	
4	0	0	0	0	526	636	
5	0	0	0	0	520	636	
6	0	0	0	0	533	637	
7	0	0	0	0	529	637	
8	0	0	0	0	458	638	
9	0	0	0	0	539	638	
10	0	0	0	0	507	638	
11	0	0	0	0	404	638	
12	0	0	0	0	519	639	
13	0	0	0	0	455	639	
14	0	0	0	0	484	639	
15	0	0	0	0	457	639	
0	0	0	0	0	430	639	
1	0	0	0	0	422	640	
2	0	0	0	0	485	640	
3	0	0	0	0	440	640	
4	0	0	0	0	423	640	
5	0	0	0	0	494	640	
6	0	0	0	0	449	641	
7	0	0	0	0	468	641	
8	0	0	0	0	484	641	
9	0	0	0	0	458	641	
10	0	0	0	0	492	641	
11	0	0	0	0	454	641	
12	0	0	0	0	506	641	
13	0	0	0	0	467	641	
14	0	0	0	0	490	641	
15	0	0	0	0	477	641	
0	0	0	0	0	434	641	
1	0	0	0	0	512	641	
2	0	0	0	0	463	641	
3	0	0	0	0	497	641	
4	0	0	0	0	484	641	
5	0	0	0	0	504	642	
6	0	0	0	0	475	641	
7	0	0	0	0	473	641	
8	0	0	0	0	492	642	
9	0	0	0	0	479	641	
10	0	0	0	0	526	642	
11	0	0	0	0	485	642	
12	0	0	0	0	480	642	
13	0	0	0	0	472	642	
14	0	0	0	0	506	642	
15	0	0	0	0	519	642	
0	0	0	0	0	513	642	
1	0	0	0	0	512	641	
2	0	0	0	0	508	642	
3	0	0	0	0	525	642	
4	0	0	0	0	486	642	
5	0	0	0	0	492	642	
6	0	0	0	0	487	642	
7	0	0	0	0	464	641	
8	0	0	0	0	487	641	
9	0	0	0	0	486	642	
10	0	0	0	0	463	641	
11	0	0	0	0	487	641	
12	0	0	0	0	486	641	
13	0	0	0	0	488	641	
14	0	0	0	0	489	641	
15	0	0	0	0	543	641	
0	0	0	0	0	660	641	
1	0	0	0	0	556	641	
2	0	0	0	0	485	641	
3	0	0	0	0	420	641	
4	0	0	0	0	463	640	
5	0	0	0	0	492	641	
6	0	0	0	0	512	640	
7	0	0	0	0	507	641	
8	0	0	0	0	480	640	
9	0	0	0	0	512	640	
10	0	0	0	0	488	640	
11	0	0	0	0	505	640	
12	0	0	0	0	523	640	
13	0	0	0	0	499	640	
14	0	0	0	0	500	640	
15	0	0	0	0	531	640	
0	0	0	0	0	557	640	
1	0	0	0	0	442	639	
2	0	0	0	0	577	639	
3	0	0	0	0	557	639	
4	0	0	0	0	554	639	
5	0	0	0	0	544	639	
6	0	0	0	0	563	639	
7	0	0	0	0	551	639	
8	0	0	0	0	563	639	
9	0	0	0	0	551	639	
10	0	0	0	0	539	639	
