# OpenSignals Text File Format. Version 1
# {"98:D3:41:FD:4F:26": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FD:4F:26", "device connection": "BTH98:D3:41:FD:4F:26", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-2-11", "time": "23:5:54.83", "channels": [2], "sensor": ["RAW"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	485	
1	0	0	0	0	490	
2	0	0	0	0	498	
3	0	0	0	0	505	
4	0	0	0	0	515	
5	0	0	0	0	523	
6	0	0	0	0	527	
7	0	0	0	0	531	
8	0	0	0	0	531	
9	0	0	0	0	530	
10	0	0	0	0	528	
11	0	0	0	0	525	
12	0	0	0	0	524	
13	0	0	0	0	521	
14	0	0	0	0	522	
15	0	0	0	0	520	
0	0	0	0	0	519	
1	0	0	0	0	515	
2	0	0	0	0	513	
3	0	0	0	0	511	
4	0	0	0	0	512	
5	0	0	0	0	509	
6	0	0	0	0	511	
7	0	0	0	0	510	
8	0	0	0	0	506	
9	0	0	0	0	506	
10	0	0	0	0	505	
11	0	0	0	0	504	
12	0	0	0	0	506	
13	0	0	0	0	506	
14	0	0	0	0	505	
15	0	0	0	0	508	
0	0	0	0	0	506	
1	0	0	0	0	504	
2	0	0	0	0	508	
3	0	0	0	0	507	
4	0	0	0	0	506	
5	0	0	0	0	508	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	507	
11	0	0	0	0	506	
12	0	0	0	0	504	
13	0	0	0	0	505	
14	0	0	0	0	505	
15	0	0	0	0	504	
0	0	0	0	0	502	
1	0	0	0	0	503	
2	0	0	0	0	498	
3	0	0	0	0	500	
4	0	0	0	0	507	
5	0	0	0	0	510	
6	0	0	0	0	512	
7	0	0	0	0	508	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	507	
12	0	0	0	0	503	
13	0	0	0	0	485	
14	0	0	0	0	480	
15	0	0	0	0	546	
0	0	0	0	0	647	
1	0	0	0	0	637	
2	0	0	0	0	543	
3	0	0	0	0	489	
4	0	0	0	0	471	
5	0	0	0	0	468	
6	0	0	0	0	470	
7	0	0	0	0	469	
8	0	0	0	0	473	
9	0	0	0	0	472	
10	0	0	0	0	476	
11	0	0	0	0	480	
12	0	0	0	0	481	
13	0	0	0	0	486	
14	0	0	0	0	486	
15	0	0	0	0	488	
0	0	0	0	0	487	
1	0	0	0	0	484	
2	0	0	0	0	485	
3	0	0	0	0	483	
4	0	0	0	0	484	
5	0	0	0	0	481	
6	0	0	0	0	481	
7	0	0	0	0	483	
8	0	0	0	0	484	
9	0	0	0	0	485	
10	0	0	0	0	494	
11	0	0	0	0	502	
12	0	0	0	0	512	
13	0	0	0	0	521	
14	0	0	0	0	527	
15	0	0	0	0	531	
0	0	0	0	0	532	
1	0	0	0	0	531	
2	0	0	0	0	531	
3	0	0	0	0	529	
4	0	0	0	0	528	
5	0	0	0	0	526	
6	0	0	0	0	524	
7	0	0	0	0	523	
8	0	0	0	0	521	
9	0	0	0	0	519	
10	0	0	0	0	516	
11	0	0	0	0	516	
12	0	0	0	0	516	
13	0	0	0	0	514	
14	0	0	0	0	512	
15	0	0	0	0	510	
0	0	0	0	0	509	
1	0	0	0	0	510	
2	0	0	0	0	509	
3	0	0	0	0	508	
4	0	0	0	0	511	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	510	
8	0	0	0	0	508	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	506	
14	0	0	0	0	507	
15	0	0	0	0	508	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	506	
4	0	0	0	0	507	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	499	
10	0	0	0	0	503	
11	0	0	0	0	508	
12	0	0	0	0	512	
13	0	0	0	0	513	
14	0	0	0	0	511	
15	0	0	0	0	511	
0	0	0	0	0	512	
1	0	0	0	0	511	
2	0	0	0	0	512	
3	0	0	0	0	509	
4	0	0	0	0	497	
5	0	0	0	0	478	
6	0	0	0	0	495	
7	0	0	0	0	584	
8	0	0	0	0	670	
9	0	0	0	0	591	
10	0	0	0	0	520	
11	0	0	0	0	478	
12	0	0	0	0	468	
13	0	0	0	0	467	
14	0	0	0	0	470	
15	0	0	0	0	472	
0	0	0	0	0	475	
1	0	0	0	0	477	
2	0	0	0	0	480	
3	0	0	0	0	482	
4	0	0	0	0	482	
5	0	0	0	0	485	
6	0	0	0	0	486	
7	0	0	0	0	487	
8	0	0	0	0	485	
9	0	0	0	0	486	
10	0	0	0	0	486	
11	0	0	0	0	481	
12	0	0	0	0	480	
13	0	0	0	0	480	
14	0	0	0	0	479	
15	0	0	0	0	483	
0	0	0	0	0	486	
1	0	0	0	0	490	
2	0	0	0	0	497	
3	0	0	0	0	504	
4	0	0	0	0	512	
5	0	0	0	0	518	
6	0	0	0	0	524	
7	0	0	0	0	526	
8	0	0	0	0	528	
9	0	0	0	0	526	
10	0	0	0	0	525	
11	0	0	0	0	524	
12	0	0	0	0	523	
13	0	0	0	0	519	
14	0	0	0	0	519	
15	0	0	0	0	516	
0	0	0	0	0	515	
1	0	0	0	0	513	
2	0	0	0	0	511	
3	0	0	0	0	509	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	506	
7	0	0	0	0	504	
8	0	0	0	0	504	
9	0	0	0	0	504	
10	0	0	0	0	504	
11	0	0	0	0	505	
12	0	0	0	0	503	
13	0	0	0	0	504	
14	0	0	0	0	504	
15	0	0	0	0	504	
0	0	0	0	0	503	
1	0	0	0	0	505	
2	0	0	0	0	505	
3	0	0	0	0	506	
4	0	0	0	0	504	
5	0	0	0	0	506	
6	0	0	0	0	504	
7	0	0	0	0	504	
8	0	0	0	0	505	
9	0	0	0	0	505	
10	0	0	0	0	504	
11	0	0	0	0	505	
12	0	0	0	0	505	
13	0	0	0	0	505	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	504	
1	0	0	0	0	502	
2	0	0	0	0	501	
3	0	0	0	0	499	
4	0	0	0	0	501	
5	0	0	0	0	503	
6	0	0	0	0	510	
7	0	0	0	0	513	
8	0	0	0	0	512	
9	0	0	0	0	513	
10	0	0	0	0	510	
11	0	0	0	0	511	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	497	
15	0	0	0	0	480	
0	0	0	0	0	500	
1	0	0	0	0	593	
2	0	0	0	0	687	
3	0	0	0	0	579	
4	0	0	0	0	514	
5	0	0	0	0	476	
6	0	0	0	0	470	
7	0	0	0	0	468	
8	0	0	0	0	469	
9	0	0	0	0	470	
10	0	0	0	0	473	
11	0	0	0	0	476	
12	0	0	0	0	476	
13	0	0	0	0	480	
14	0	0	0	0	483	
15	0	0	0	0	485	
0	0	0	0	0	486	
1	0	0	0	0	486	
2	0	0	0	0	487	
3	0	0	0	0	487	
4	0	0	0	0	486	
5	0	0	0	0	486	
6	0	0	0	0	483	
7	0	0	0	0	482	
8	0	0	0	0	481	
9	0	0	0	0	483	
10	0	0	0	0	486	
11	0	0	0	0	492	
12	0	0	0	0	499	
13	0	0	0	0	509	
14	0	0	0	0	518	
15	0	0	0	0	524	
0	0	0	0	0	527	
1	0	0	0	0	532	
2	0	0	0	0	531	
3	0	0	0	0	531	
4	0	0	0	0	527	
5	0	0	0	0	527	
6	0	0	0	0	526	
7	0	0	0	0	524	
8	0	0	0	0	522	
9	0	0	0	0	519	
10	0	0	0	0	518	
11	0	0	0	0	518	
12	0	0	0	0	515	
13	0	0	0	0	515	
14	0	0	0	0	512	
15	0	0	0	0	512	
0	0	0	0	0	508	
1	0	0	0	0	506	
2	0	0	0	0	507	
3	0	0	0	0	505	
4	0	0	0	0	507	
5	0	0	0	0	504	
6	0	0	0	0	504	
7	0	0	0	0	505	
8	0	0	0	0	506	
9	0	0	0	0	505	
10	0	0	0	0	507	
11	0	0	0	0	506	
12	0	0	0	0	507	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	510	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	506	
4	0	0	0	0	507	
5	0	0	0	0	509	
6	0	0	0	0	508	
7	0	0	0	0	506	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	505	
11	0	0	0	0	502	
12	0	0	0	0	503	
13	0	0	0	0	496	
14	0	0	0	0	500	
15	0	0	0	0	505	
0	0	0	0	0	511	
1	0	0	0	0	511	
2	0	0	0	0	510	
3	0	0	0	0	510	
4	0	0	0	0	509	
5	0	0	0	0	510	
6	0	0	0	0	508	
